Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ci,10370069,M,"Thursday, January  8, 2009 20:40:11 UTC",34.2015,-117.5808,1.0,8.50,25,"Greater Los Angeles area, California"
ci,10370065,M,"Thursday, January  8, 2009 20:20:15 UTC",33.4861,-116.5091,1.8,14.60,58,"Southern California"
ak,00086162,1,"Thursday, January  8, 2009 20:15:07 UTC",60.3977,-147.3291,2.1,15.00,09,"Southern Alaska"
ci,10370061,Q,"Thursday, January  8, 2009 19:39:41 UTC",35.9841,-117.3120,2.5,3.70,41,"Central California"
nc,51214892,1,"Thursday, January  8, 2009 19:39:18 UTC",38.8430,-122.8293,1.0,1.90, 9,"Northern California"
ci,10370057,M,"Thursday, January  8, 2009 19:27:57 UTC",33.6276,-116.7133,1.8,13.30,80,"Southern California"
us,2009bpba,9,"Thursday, January  8, 2009 19:21:34 UTC",10.1970,-84.1590,6.1,4.50,239,"Costa Rica"
ci,10370049,M,"Thursday, January  8, 2009 19:00:39 UTC",35.9648,-117.3281,1.2,6.20,13,"Central California"
nn,00271214,1,"Thursday, January  8, 2009 18:53:33 UTC",36.3770,-114.4490,2.0,4.00,11,"Nevada"
ci,10370045,M,"Thursday, January  8, 2009 18:52:45 UTC",32.6308,-115.2846,1.7,7.00,12,"Baja California, Mexico"
ci,10370037,M,"Thursday, January  8, 2009 18:26:31 UTC",34.2235,-116.8548,1.2,3.70,17,"Southern California"
ak,00086156,1,"Thursday, January  8, 2009 18:21:13 UTC",64.4917,-147.1940,1.6,1.40,10,"Central Alaska"
ci,10370025,O,"Thursday, January  8, 2009 17:43:36 UTC",32.5698,-115.2538,2.2,6.00,20,"Baja California, Mexico"
ci,10370021,M,"Thursday, January  8, 2009 17:39:49 UTC",34.6308,-117.1206,1.4,0.00,15,"Southern California"
pr,p0900811,1,"Thursday, January  8, 2009 17:16:36 UTC",17.8572,-66.8062,2.0,7.70,11,"Puerto Rico region"
ak,00086153,1,"Thursday, January  8, 2009 17:05:30 UTC",63.5714,-150.9870,3.0,0.00,32,"Central Alaska"
nc,51214888,1,"Thursday, January  8, 2009 16:43:59 UTC",35.9947,-120.9098,1.1,10.50, 8,"Central California"
us,2009bjcl,S,"Thursday, January  8, 2009 16:18:50 UTC",-0.4105,132.9255,5.5,23.30,89,"near the north coast of Papua, Indonesia"
hv,00032673,0,"Thursday, January  8, 2009 16:05:00 UTC",19.3338,-155.3768,2.4,32.20,00,"Island of Hawaii, Hawaii"
ci,10370001,O,"Thursday, January  8, 2009 15:59:51 UTC",32.6098,-115.2865,1.9,7.00,10,"Baja California, Mexico"
ci,10369997,M,"Thursday, January  8, 2009 15:59:02 UTC",33.5216,-116.4660,1.6,9.20,13,"Southern California"
ci,10369993,M,"Thursday, January  8, 2009 15:47:51 UTC",33.4810,-116.4550,1.1,9.10,42,"Southern California"
ci,10369985,M,"Thursday, January  8, 2009 15:42:45 UTC",33.4754,-116.4656,1.7,7.80,59,"Southern California"
ci,10369981,M,"Thursday, January  8, 2009 15:25:23 UTC",33.4754,-116.4535,1.2,8.70,50,"Southern California"
nc,51214885,1,"Thursday, January  8, 2009 15:16:13 UTC",38.8362,-122.8318,1.3,2.40,18,"Northern California"
ak,00086147,1,"Thursday, January  8, 2009 14:15:50 UTC",60.4703,-152.6561,2.2,100.00,23,"Southern Alaska"
nc,51214884,1,"Thursday, January  8, 2009 14:13:37 UTC",36.2300,-120.7855,1.0,5.40, 8,"Central California"
ak,00086148,1,"Thursday, January  8, 2009 14:13:21 UTC",61.7830,-150.0816,1.3,37.70,07,"Southern Alaska"
nc,51214883,1,"Thursday, January  8, 2009 14:06:32 UTC",35.7095,-121.0642,1.8,10.50,36,"Central California"
nn,00271186,2,"Thursday, January  8, 2009 14:01:29 UTC",36.7370,-116.1440,1.7,4.20,46,"Nevada"
nc,51214880,1,"Thursday, January  8, 2009 13:27:01 UTC",38.7860,-122.7375,1.3,2.30,17,"Northern California"
ak,00086145,1,"Thursday, January  8, 2009 13:20:48 UTC",61.4699,-150.4011,1.2,17.70,05,"Southern Alaska"
ak,00086143,1,"Thursday, January  8, 2009 12:56:36 UTC",61.6787,-149.9621,2.1,26.90,18,"Southern Alaska"
us,2009bpat,R,"Thursday, January  8, 2009 12:31:42 UTC",12.5420,-87.9809,4.6,57.10,36,"near the coast of Nicaragua"
pr,p0900809,1,"Thursday, January  8, 2009 12:25:27 UTC",19.3932,-65.7013,3.5,10.00,22,"Puerto Rico region"
us,2009bpap,7,"Thursday, January  8, 2009 12:04:05 UTC",41.7669,20.8037,4.9,10.00,37,"Macedonia"
ak,00086140,1,"Thursday, January  8, 2009 12:02:51 UTC",58.3223,-155.9097,1.4,0.00,06,"Alaska Peninsula"
uu,01081153,2,"Thursday, January  8, 2009 11:53:54 UTC",39.6242,-110.4162,1.4,2.40, 8,"Utah"
hv,00032671,0,"Thursday, January  8, 2009 11:46:34 UTC",19.3945,-155.2827,2.1,2.80,00,"Island of Hawaii, Hawaii"
us,2009bpan,7,"Thursday, January  8, 2009 11:40:43 UTC",1.8030,96.6953,5.0,10.00,24,"Nias region, Indonesia"
uw,01081140,1,"Thursday, January  8, 2009 11:40:22 UTC",46.4046,-119.2614,1.5,0.00,11,"Washington"
pr,p0900808,1,"Thursday, January  8, 2009 11:27:04 UTC",19.1400,-67.4055,3.2,60.40,17,"Puerto Rico region"
ak,00086138,1,"Thursday, January  8, 2009 11:18:02 UTC",63.1282,-151.4350,1.9,0.00,15,"Central Alaska"
ci,10369965,O,"Thursday, January  8, 2009 11:03:47 UTC",33.0163,-116.2481,1.1,8.60,42,"Southern California"
ak,00086137,1,"Thursday, January  8, 2009 10:48:30 UTC",57.9422,-153.9201,1.8,98.20,04,"Kodiak Island region, Alaska"
ci,10369961,O,"Thursday, January  8, 2009 10:36:36 UTC",32.5606,-115.5620,2.5,6.00,33,"Baja California, Mexico"
ci,10106082,M,"Thursday, January  8, 2009 10:36:25 UTC",32.5146,-115.5515,1.4,7.00,05,"Baja California, Mexico"
nc,51214873,1,"Thursday, January  8, 2009 10:35:41 UTC",35.7233,-121.0770,1.3,5.70,16,"Central California"
uw,01081005,1,"Thursday, January  8, 2009 10:05:47 UTC",48.5183,-122.5181,1.7,20.50,29,"San Juan Islands region, Washington"
ci,10369953,M,"Thursday, January  8, 2009 09:52:03 UTC",35.9683,-117.2935,1.0,7.70,11,"Central California"
ci,10369949,M,"Thursday, January  8, 2009 09:40:23 UTC",32.6138,-115.5655,1.5,6.00,20,"Baja California, Mexico"
ak,00086134,1,"Thursday, January  8, 2009 09:32:51 UTC",53.6398,-166.0334,2.7,35.00,10,"Fox Islands, Aleutian Islands, Alaska"
ak,00086132,1,"Thursday, January  8, 2009 09:29:50 UTC",53.2163,-166.6864,2.9,37.00,14,"Fox Islands, Aleutian Islands, Alaska"
ak,00086128,1,"Thursday, January  8, 2009 08:51:00 UTC",60.8475,-149.7108,1.2,40.60,05,"Kenai Peninsula, Alaska"
ak,00086127,1,"Thursday, January  8, 2009 08:46:15 UTC",54.1039,-164.3197,3.0,99.90,09,"Unimak Island region, Alaska"
uu,01080820,2,"Thursday, January  8, 2009 08:20:31 UTC",38.9885,-111.3898,1.7,8.70, 9,"Utah"
ak,00086126,1,"Thursday, January  8, 2009 08:11:43 UTC",61.4983,-150.5529,1.6,70.70,07,"Southern Alaska"
ci,10105922,M,"Thursday, January  8, 2009 07:38:01 UTC",36.3025,-118.3615,2.5,5.90,21,"Central California"
ci,10369933,O,"Thursday, January  8, 2009 07:37:46 UTC",36.2925,-118.3586,2.4,4.50,25,"Central California"
ak,00086125,1,"Thursday, January  8, 2009 07:28:58 UTC",58.9348,-152.2367,2.5,25.20,12,"Kodiak Island region, Alaska"
nc,51214863,1,"Thursday, January  8, 2009 07:22:40 UTC",36.6733,-121.3007,1.1,6.20,10,"Central California"
ci,10369929,M,"Thursday, January  8, 2009 07:13:11 UTC",32.5785,-115.5651,1.8,6.00,22,"Baja California, Mexico"
nm,hnw0108a,A,"Thursday, January  8, 2009 07:09:51 UTC",36.2231,-89.4325,1.0,7.20,11,"Tennessee"
ak,00086124,1,"Thursday, January  8, 2009 06:51:46 UTC",61.2730,-150.6416,1.6,48.00,09,"Southern Alaska"
nc,51214862,1,"Thursday, January  8, 2009 06:43:00 UTC",38.8340,-122.8025,1.4,2.30,19,"Northern California"
ci,10369925,M,"Thursday, January  8, 2009 06:42:38 UTC",34.0928,-116.3736,1.2,8.90,60,"Southern California"
uw,01080635,1,"Thursday, January  8, 2009 06:35:44 UTC",46.4116,-119.2723,1.0,0.20, 8,"Washington"
nc,51214859,1,"Thursday, January  8, 2009 06:23:37 UTC",38.7748,-122.7297,1.8,1.50,27,"Northern California"
nc,51214858,1,"Thursday, January  8, 2009 05:49:34 UTC",38.8355,-122.7963,1.2,2.60,16,"Northern California"
hv,00032670,0,"Thursday, January  8, 2009 05:42:43 UTC",19.4060,-155.2708,1.8,0.00,00,"Island of Hawaii, Hawaii"
nn,00271166,2,"Thursday, January  8, 2009 05:23:44 UTC",37.4500,-117.0780,1.4,5.30,34,"Nevada"
ci,10106002,M,"Thursday, January  8, 2009 05:09:39 UTC",32.5036,-115.5788,1.3,7.00,08,"Baja California, Mexico"
ci,10369921,O,"Thursday, January  8, 2009 05:09:12 UTC",32.5099,-115.5726,1.4,6.10,16,"Baja California, Mexico"
pr,p0900807,1,"Thursday, January  8, 2009 05:09:06 UTC",18.1612,-67.1148,2.0,26.30,07,"Puerto Rico"
pr,p0900812,1,"Thursday, January  8, 2009 04:06:27 UTC",17.8883,-66.8222,2.4,2.70,16,"Puerto Rico region"
pr,p0900804,1,"Thursday, January  8, 2009 04:06:26 UTC",17.8473,-66.8035,2.3,5.30,11,"Puerto Rico region"
nc,51214854,1,"Thursday, January  8, 2009 04:05:01 UTC",38.8318,-122.8108,1.4,2.50,17,"Northern California"
pr,p0900806,1,"Thursday, January  8, 2009 04:02:43 UTC",18.0017,-66.8052,2.9,12.50,07,"Puerto Rico"
pr,p0900803,1,"Thursday, January  8, 2009 04:01:06 UTC",17.8973,-66.8138,2.6,5.00,12,"Puerto Rico region"
pr,p0900802,1,"Thursday, January  8, 2009 04:00:19 UTC",17.8655,-66.8212,1.9,5.90,11,"Puerto Rico region"
pr,p0900805,1,"Thursday, January  8, 2009 03:56:50 UTC",17.8643,-66.8142,2.1,5.80,09,"Puerto Rico region"
ci,10369917,M,"Thursday, January  8, 2009 03:51:31 UTC",34.1388,-116.4286,1.0,5.80,14,"Southern California"
nc,51214853,1,"Thursday, January  8, 2009 03:42:44 UTC",38.8320,-122.8095,1.6,2.50,23,"Northern California"
nc,51214852,1,"Thursday, January  8, 2009 03:41:51 UTC",38.7902,-122.7590,1.2,2.30,16,"Northern California"
ci,10369913,M,"Thursday, January  8, 2009 03:37:21 UTC",32.6938,-116.6575,1.5,19.50,18,"Southern California"
nn,00271160,2,"Thursday, January  8, 2009 03:16:23 UTC",38.7290,-119.6050,2.0,8.80,29,"Nevada"
ak,00086120,1,"Thursday, January  8, 2009 03:15:14 UTC",61.6879,-150.6911,3.3,51.20,49,"Southern Alaska"
ak,00086118,1,"Thursday, January  8, 2009 02:42:32 UTC",59.8438,-142.2066,2.0,20.90,05,"Gulf of Alaska"
uu,01080227,2,"Thursday, January  8, 2009 02:27:02 UTC",37.8417,-113.0953,1.5,7.80,13,"Utah"
ak,00086113,1,"Thursday, January  8, 2009 02:20:15 UTC",63.0533,-150.8751,2.1,100.00,24,"Central Alaska"
ci,10369909,M,"Thursday, January  8, 2009 02:20:08 UTC",33.0053,-116.4496,1.3,7.10,33,"Southern California"
nc,51214850,1,"Thursday, January  8, 2009 02:19:31 UTC",37.3973,-118.6843,1.5,10.80,25,"Central California"
pr,p0900801,1,"Thursday, January  8, 2009 02:01:08 UTC",18.4987,-68.7467,3.7,2.10,06,"Dominican Republic"
nc,51214848,1,"Thursday, January  8, 2009 01:14:14 UTC",38.7933,-122.8078,1.5,3.70,26,"Northern California"
ci,10369897,M,"Thursday, January  8, 2009 01:14:02 UTC",34.0933,-116.6466,1.7,4.80,43,"Southern California"
nc,51214847,1,"Thursday, January  8, 2009 00:49:59 UTC",38.8443,-122.8243,1.2,2.20,19,"Northern California"
nc,51214846,1,"Thursday, January  8, 2009 00:36:39 UTC",38.4613,-119.3160,2.4,0.20,31,"Central California"
ci,10369889,M,"Thursday, January  8, 2009 00:35:59 UTC",35.9606,-117.3300,1.9,5.00,22,"Central California"
uw,01080008,1,"Thursday, January  8, 2009 00:08:16 UTC",48.4275,-122.4348,1.9,22.20,12,"Washington"
uw,01080007,1,"Thursday, January  8, 2009 00:07:53 UTC",48.4500,-122.4453,2.1,18.70,31,"Washington"
ak,00086112,1,"Wednesday, January  7, 2009 23:50:59 UTC",62.3146,-150.1013,1.8,1.20,04,"Central Alaska"
us,2009bnca,7,"Wednesday, January  7, 2009 23:38:50 UTC",-0.6640,132.9785,5.0,35.00,32,"near the north coast of Papua, Indonesia"
nc,51214843,1,"Wednesday, January  7, 2009 23:31:39 UTC",38.8420,-122.8282,1.0,1.70,10,"Northern California"
uw,01072329,1,"Wednesday, January  7, 2009 23:29:16 UTC",48.4576,-122.4648,1.2,14.10,17,"Washington"
hv,00032666,1,"Wednesday, January  7, 2009 23:17:25 UTC",19.9250,-155.6207,2.1,13.90,00,"Island of Hawaii, Hawaii"
us,2009bnb9,8,"Wednesday, January  7, 2009 23:16:50 UTC",-15.9482,-69.3694,4.3,235.70,37,"southern Peru"
ak,00086045,1,"Wednesday, January  7, 2009 22:38:00 UTC",51.1101,-176.2592,4.4,15.20,12,"Andreanof Islands, Aleutian Islands, Alaska"
uu,01072218,2,"Wednesday, January  7, 2009 22:18:33 UTC",39.6278,-110.4255,1.0,2.30, 8,"Utah"
nc,51214840,1,"Wednesday, January  7, 2009 22:07:10 UTC",38.8433,-122.8263,1.0,1.90,15,"Northern California"
ak,00085991,1,"Wednesday, January  7, 2009 22:02:14 UTC",63.3842,-147.0062,1.6,1.30,16,"Central Alaska"
ak,00085990,1,"Wednesday, January  7, 2009 21:56:55 UTC",63.2726,-151.3246,1.2,9.00,04,"Central Alaska"
ci,10369881,M,"Wednesday, January  7, 2009 21:43:19 UTC",35.9805,-117.3095,1.0,4.40,15,"Central California"
ak,00085988,1,"Wednesday, January  7, 2009 21:20:19 UTC",61.5083,-150.4149,1.3,0.00,07,"Southern Alaska"
nc,51214839,1,"Wednesday, January  7, 2009 21:17:55 UTC",38.8373,-122.8248,1.6,2.40,24,"Northern California"
us,2009bnb8,Q,"Wednesday, January  7, 2009 21:15:29 UTC",-0.4273,131.9512,4.6,35.00,33,"near the north coast of Papua, Indonesia"
ak,00085982,2,"Wednesday, January  7, 2009 21:13:22 UTC",54.7099,-153.8983,3.6,14.80,20,"south of Alaska"
ak,00085981,1,"Wednesday, January  7, 2009 21:10:52 UTC",60.1496,-140.9266,1.2,0.10,05,"Southern Yukon Territory, Canada"
ci,10369877,M,"Wednesday, January  7, 2009 21:08:41 UTC",33.9861,-116.9521,1.0,7.60,52,"Southern California"
ci,10369873,M,"Wednesday, January  7, 2009 21:06:29 UTC",33.9680,-116.8156,1.2,12.50,47,"Southern California"
ak,00085980,1,"Wednesday, January  7, 2009 21:01:04 UTC",65.4548,-149.9218,1.8,0.00,09,"northern Alaska"
ak,00085978,1,"Wednesday, January  7, 2009 20:44:55 UTC",63.5463,-147.7273,1.3,6.40,10,"Central Alaska"
nm,hnw0107b,A,"Wednesday, January  7, 2009 20:34:52 UTC",36.0859,-89.4095,1.2,7.80, 6,"Tennessee"
nm,hnw0107c,A,"Wednesday, January  7, 2009 20:32:55 UTC",35.5665,-92.5740,2.7,0.10, 9,"Arkansas"
hv,00032664,0,"Wednesday, January  7, 2009 20:32:49 UTC",19.4068,-155.2767,2.0,1.30,00,"Island of Hawaii, Hawaii"
nc,51214835,1,"Wednesday, January  7, 2009 20:31:41 UTC",38.8415,-122.8240,2.3,2.20,21,"Northern California"
ak,00085976,1,"Wednesday, January  7, 2009 20:18:54 UTC",63.4089,-146.1136,1.4,0.00,13,"Central Alaska"
ak,00085974,1,"Wednesday, January  7, 2009 19:48:09 UTC",60.0120,-152.6087,2.0,77.80,08,"Southern Alaska"
nn,00271032,2,"Wednesday, January  7, 2009 19:41:53 UTC",37.0080,-116.1230,1.5,4.10,31,"Nevada"
ci,10369861,M,"Wednesday, January  7, 2009 19:39:10 UTC",33.1506,-115.5956,1.5,7.00,07,"Southern California"
ci,10369857,M,"Wednesday, January  7, 2009 19:10:41 UTC",32.9393,-115.7390,1.9,11.20,30,"Southern California"
hv,00032662,0,"Wednesday, January  7, 2009 19:07:50 UTC",19.4055,-155.2715,2.1,0.80,00,"Island of Hawaii, Hawaii"
uu,01071815,2,"Wednesday, January  7, 2009 18:15:04 UTC",38.9825,-111.3902,1.6,6.00, 6,"Utah"
nc,51214831,1,"Wednesday, January  7, 2009 18:06:05 UTC",38.8137,-122.8187,1.1,2.70,14,"Northern California"
ak,00085971,1,"Wednesday, January  7, 2009 17:45:17 UTC",60.0977,-151.3431,2.0,55.90,15,"Kenai Peninsula, Alaska"
ci,10369853,M,"Wednesday, January  7, 2009 17:39:14 UTC",31.8611,-115.7531,2.3,5.20,10,"Baja California, Mexico"
ci,10369849,O,"Wednesday, January  7, 2009 17:18:20 UTC",33.2188,-115.5741,1.5,0.00,12,"Southern California"
nc,51214826,1,"Wednesday, January  7, 2009 17:16:41 UTC",38.8240,-122.8057,1.0,0.70,10,"Northern California"
nc,51214822,1,"Wednesday, January  7, 2009 16:33:18 UTC",38.8403,-122.8085,1.0,2.50,13,"Northern California"
ak,00085933,1,"Wednesday, January  7, 2009 16:30:01 UTC",61.6042,-146.6301,1.3,25.00,05,"Southern Alaska"
us,2009bnbd,R,"Wednesday, January  7, 2009 16:25:34 UTC",-20.6858,-179.2569,5.2,665.40,217,"Fiji region"
ak,00085932,1,"Wednesday, January  7, 2009 16:22:01 UTC",61.3134,-141.4117,1.7,17.90,06,"Southern Alaska"
pr,p0900708,1,"Wednesday, January  7, 2009 16:04:59 UTC",18.6380,-66.8258,3.3,134.50,08,"Puerto Rico region"
nc,51214820,1,"Wednesday, January  7, 2009 15:49:33 UTC",36.7268,-121.1078,1.7,4.50,22,"Central California"
ci,10369841,M,"Wednesday, January  7, 2009 15:37:09 UTC",34.8131,-116.4203,1.2,9.10,12,"Southern California"
us,2009bnba,Q,"Wednesday, January  7, 2009 15:35:24 UTC",-2.5710,-78.0292,4.6,111.60,23,"Ecuador"
us,2009bna7,Q,"Wednesday, January  7, 2009 15:02:47 UTC",-0.3680,132.9678,5.0,35.00,30,"near the north coast of Papua, Indonesia"
ak,00085930,1,"Wednesday, January  7, 2009 14:52:07 UTC",61.9988,-149.2133,1.9,32.30,10,"Southern Alaska"
nc,51214819,1,"Wednesday, January  7, 2009 14:44:12 UTC",35.6897,-121.1172,1.7,6.90,20,"Central California"
ak,00085929,1,"Wednesday, January  7, 2009 14:40:02 UTC",61.3530,-151.8710,1.5,74.90,05,"Southern Alaska"
ak,00085926,1,"Wednesday, January  7, 2009 14:09:18 UTC",63.1454,-150.7611,2.7,100.00,35,"Central Alaska"
uu,01071401,2,"Wednesday, January  7, 2009 14:01:52 UTC",39.6830,-110.4945,1.6,2.00,10,"Utah"
ak,00085925,1,"Wednesday, January  7, 2009 13:55:21 UTC",62.3356,-150.9890,1.6,69.70,09,"Central Alaska"
ci,10369821,M,"Wednesday, January  7, 2009 13:35:32 UTC",33.1861,-115.6078,1.6,2.50,46,"Southern California"
uu,01071325,2,"Wednesday, January  7, 2009 13:25:18 UTC",39.0025,-111.3853,1.8,15.00, 8,"Utah"
ci,10369817,M,"Wednesday, January  7, 2009 13:14:00 UTC",36.0196,-117.2946,1.2,20.10,10,"Central California"
uu,01071311,2,"Wednesday, January  7, 2009 13:11:59 UTC",39.6870,-110.4883,1.8,1.80,11,"Utah"
ak,00085923,1,"Wednesday, January  7, 2009 12:38:56 UTC",59.0709,-152.8138,2.0,59.90,07,"Southern Alaska"
uw,01071200,1,"Wednesday, January  7, 2009 12:00:50 UTC",46.1980,-122.1945,1.2,2.00,11,"Mount St. Helens area, Washington"
pr,p0900707,1,"Wednesday, January  7, 2009 11:55:48 UTC",17.6963,-66.6385,2.3,14.80,07,"Puerto Rico region"
us,2009bna2,Q,"Wednesday, January  7, 2009 11:44:05 UTC",54.1449,-165.2682,4.3,82.20,34,"Fox Islands, Aleutian Islands, Alaska"
ak,00085916,1,"Wednesday, January  7, 2009 11:36:50 UTC",52.3603,-171.6685,3.2,99.50,04,"Fox Islands, Aleutian Islands, Alaska"
us,2009bna1,Q,"Wednesday, January  7, 2009 11:25:18 UTC",-9.8844,-74.5361,4.7,42.00,28,"central Peru"
uw,01071122,1,"Wednesday, January  7, 2009 11:22:36 UTC",48.4716,-122.4633,1.5,17.80,23,"Washington"
nc,51214812,1,"Wednesday, January  7, 2009 11:22:09 UTC",37.4795,-121.8153,1.5,8.20,14,"San Francisco Bay area, California"
ak,00085914,1,"Wednesday, January  7, 2009 11:16:11 UTC",58.3128,-155.8186,2.2,0.00,07,"Alaska Peninsula"
mb,18156,1,"Wednesday, January  7, 2009 10:55:15 UTC",47.8383,-113.8065,1.3,5.20,19,"western Montana"
uu,01071043,2,"Wednesday, January  7, 2009 10:43:13 UTC",39.4272,-111.2217,1.6,6.40,12,"Utah"
nm,hnw0107a,A,"Wednesday, January  7, 2009 10:41:49 UTC",36.7271,-89.4120,1.9,3.30,16,"southeastern Missouri"
ci,10369813,O,"Wednesday, January  7, 2009 10:39:25 UTC",34.0188,-118.7603,1.5,4.20,14,"Santa Monica Bay, California"
ci,10369809,M,"Wednesday, January  7, 2009 10:38:13 UTC",35.6720,-117.4710,1.2,3.40,26,"Southern California"
ak,00085913,1,"Wednesday, January  7, 2009 10:13:17 UTC",62.0570,-150.4204,1.2,36.80,06,"Central Alaska"
ak,00085911,1,"Wednesday, January  7, 2009 10:08:12 UTC",62.8056,-150.0620,1.9,75.60,15,"Central Alaska"
nc,51214808,1,"Wednesday, January  7, 2009 09:50:09 UTC",38.7542,-122.7183,1.6,2.00,17,"Northern California"
pr,p0900703,1,"Wednesday, January  7, 2009 09:33:43 UTC",19.1127,-66.2982,3.3,26.70,15,"Puerto Rico region"
nc,51214807,1,"Wednesday, January  7, 2009 09:19:23 UTC",37.1275,-121.5328,1.2,7.50,12,"Northern California"
nc,51214806,1,"Wednesday, January  7, 2009 09:04:32 UTC",38.8110,-122.8133,1.9,2.80,28,"Northern California"
ak,00085910,1,"Wednesday, January  7, 2009 08:58:52 UTC",64.2466,-157.5736,2.6,10.50,06,"Central Alaska"
us,2009bnat,7,"Wednesday, January  7, 2009 08:40:41 UTC",-32.3246,-179.8575,5.1,230.30,44,"south of the Kermadec Islands"
ak,00085905,1,"Wednesday, January  7, 2009 07:58:45 UTC",63.2167,-148.5032,2.4,68.70,34,"Central Alaska"
nc,51214802,1,"Wednesday, January  7, 2009 07:32:10 UTC",38.8302,-122.7613,1.9,0.70,30,"Northern California"
ak,00085901,1,"Wednesday, January  7, 2009 07:29:14 UTC",61.4131,-151.5062,2.7,69.70,36,"Southern Alaska"
pr,p0900706,1,"Wednesday, January  7, 2009 07:25:29 UTC",18.5940,-65.6113,2.9,31.70,09,"Puerto Rico region"
pr,p0900705,1,"Wednesday, January  7, 2009 07:24:42 UTC",19.1363,-67.2958,3.0,25.00,14,"Puerto Rico region"
nc,51214800,1,"Wednesday, January  7, 2009 06:41:23 UTC",38.4640,-119.3138,2.3,0.00,24,"Central California"
nc,51214799,2,"Wednesday, January  7, 2009 06:37:29 UTC",38.4552,-119.3170,3.2,0.10,71,"Central California"
ci,10369785,M,"Wednesday, January  7, 2009 06:34:09 UTC",34.8251,-116.4061,2.0,4.50,26,"Southern California"
ak,00085898,1,"Wednesday, January  7, 2009 06:23:01 UTC",62.8947,-148.7916,2.0,54.40,22,"Central Alaska"
ci,10369777,O,"Wednesday, January  7, 2009 05:05:07 UTC",32.5745,-115.5690,2.1,6.00,24,"Baja California, Mexico"
pr,p0900704,1,"Wednesday, January  7, 2009 04:56:37 UTC",18.8738,-64.1620,2.8,38.50,09,"Virgin Islands region"
ci,10369773,M,"Wednesday, January  7, 2009 04:50:27 UTC",33.2651,-115.6368,1.6,2.80,29,"Southern California"
ci,10105842,M,"Wednesday, January  7, 2009 04:45:19 UTC",33.2630,-115.6210,1.4,1.30,25,"Southern California"
ci,10369765,M,"Wednesday, January  7, 2009 04:44:22 UTC",33.9643,-116.3155,1.4,5.10,65,"Southern California"
us,2009bnak,Q,"Wednesday, January  7, 2009 04:43:58 UTC",-9.2083,123.8741,5.0,83.70,54,"Timor region, Indonesia"
ci,10369761,M,"Wednesday, January  7, 2009 04:25:31 UTC",35.9731,-117.3088,1.6,3.40,25,"Central California"
nc,51214795,1,"Wednesday, January  7, 2009 04:21:31 UTC",37.3097,-121.9460,1.2,0.00,11,"San Francisco Bay area, California"
pr,p0900702,1,"Wednesday, January  7, 2009 04:13:15 UTC",18.7425,-66.5555,3.4,119.30,06,"Puerto Rico region"
ak,00085892,1,"Wednesday, January  7, 2009 03:51:05 UTC",63.1902,-151.2865,1.6,1.90,08,"Central Alaska"
us,2009bnah,R,"Wednesday, January  7, 2009 03:43:07 UTC",1.7993,127.3358,5.2,91.80,105,"Halmahera, Indonesia"
ak,00085891,1,"Wednesday, January  7, 2009 02:43:22 UTC",60.5445,-152.3124,1.4,90.70,09,"Southern Alaska"
us,2009bnag,Q,"Wednesday, January  7, 2009 02:43:02 UTC",2.5704,96.1436,4.5,39.80,20,"Simeulue, Indonesia"
uu,01070201,2,"Wednesday, January  7, 2009 02:01:53 UTC",44.4992,-110.3738,1.3,2.10, 7,"Yellowstone National Park, Wyoming"
ak,00085889,1,"Wednesday, January  7, 2009 01:51:00 UTC",54.5672,-163.4638,2.1,7.70,06,"Unimak Island region, Alaska"
nc,51214792,1,"Wednesday, January  7, 2009 01:49:59 UTC",38.5195,-122.6418,1.5,5.90,14,"Northern California"
nc,51214791,1,"Wednesday, January  7, 2009 01:38:20 UTC",39.9667,-120.8648,2.2,11.30,46,"Northern California"
ak,00085819,1,"Wednesday, January  7, 2009 01:05:07 UTC",65.0143,-147.3256,1.4,0.00,10,"northern Alaska"
ak,00085818,1,"Wednesday, January  7, 2009 00:33:56 UTC",63.8382,-145.6906,1.4,8.40,11,"Central Alaska"
us,2009bnac,Q,"Wednesday, January  7, 2009 00:09:12 UTC",-16.2438,-173.1917,4.4,130.40,33,"Tonga"
ci,10369725,T,"Wednesday, January  7, 2009 00:07:57 UTC",33.1778,-115.6323,1.0,2.20,18,"Southern California"
pr,p0900623,1,"Tuesday, January  6, 2009 23:32:25 UTC",17.8635,-66.8025,2.1,5.20,18,"Puerto Rico region"
nn,00270983,1,"Tuesday, January  6, 2009 23:25:42 UTC",36.0870,-115.6060,1.1,12.00,20,"Nevada"
ak,00085753,1,"Tuesday, January  6, 2009 22:52:37 UTC",61.3286,-147.1840,2.1,10.80,12,"Southern Alaska"
us,2009bmbu,A,"Tuesday, January  6, 2009 22:48:27 UTC",-0.6517,133.4365,6.0,16.00,129,"near the north coast of Papua, Indonesia"
ak,00085751,1,"Tuesday, January  6, 2009 22:41:54 UTC",59.9902,-151.7914,2.5,65.00,25,"Kenai Peninsula, Alaska"
ak,00085750,1,"Tuesday, January  6, 2009 22:39:05 UTC",63.3883,-151.3330,1.5,0.00,06,"Central Alaska"
ak,00085748,1,"Tuesday, January  6, 2009 21:38:56 UTC",64.4573,-151.2390,1.7,0.90,06,"Central Alaska"
